mountain,site,state,measure,year,id,species1,count,total_count,rel_freq,presence ,rel_point_count,species,mountain1
wright ,T1,NY,point,1994,wright -T1-1994,Eriophorum vaginatum var. spissum,0,600,0,0,0,Eriophorum vaginatum var. spissum,Wright 
wright ,T1,NY,point,2002,wright -T1-2002,Eriophorum vaginatum var. spissum,0,600,0,0,0,Eriophorum vaginatum var. spissum,Wright 
wright ,T1,NY,point,2007,wright -T1-2007,Eriophorum vaginatum var. spissum,0,600,0,0,0,Eriophorum vaginatum var. spissum,Wright 
wright ,T2,NY,point,1984,wright -T2-1984,Eriophorum vaginatum var. spissum,0,600,0,0,0,Eriophorum vaginatum var. spissum,Wright 
wright ,T2,NY,point,1994,wright -T2-1994,Eriophorum vaginatum var. spissum,0,600,0,0,0,Eriophorum vaginatum var. spissum,Wright 
wright ,T2,NY,point,2002,wright -T2-2002,Eriophorum vaginatum var. spissum,0,600,0,0,0,Eriophorum vaginatum var. spissum,Wright 
wright ,T2,NY,point,2007,wright -T2-2007,Eriophorum vaginatum var. spissum,0,600,0,0,0,Eriophorum vaginatum var. spissum,Wright 
wright ,T2,NY,point,2017,wright -T2-2017,Eriophorum vaginatum var. spissum,0,600,0,0,0,Eriophorum vaginatum var. spissum,Wright 
wright ,T3,NY,point,1984,wright -T3-1984,Eriophorum vaginatum var. spissum,0,600,0,0,0,Eriophorum vaginatum var. spissum,Wright 
wright ,T3,NY,point,1994,wright -T3-1994,Eriophorum vaginatum var. spissum,0,575,0,0,0,Eriophorum vaginatum var. spissum,Wright 
wright ,T3,NY,point,2002,wright -T3-2002,Eriophorum vaginatum var. spissum,0,575,0,0,0,Eriophorum vaginatum var. spissum,Wright 
wright ,T3,NY,point,2007,wright -T3-2007,Eriophorum vaginatum var. spissum,0,575,0,0,0,Eriophorum vaginatum var. spissum,Wright 
wright ,T3,NY,point,2017,wright -T3-2017,Eriophorum vaginatum var. spissum,0,575,0,0,0,Eriophorum vaginatum var. spissum,Wright 
iroquois,T2,NY,point,1984,iroquois-T2-1984,Eriophorum vaginatum var. spissum,2,600,0.003333333,1,2,Eriophorum vaginatum var. spissum,Iroquois
iroquois,T3,NY,point,1984,iroquois-T3-1984,Eriophorum vaginatum var. spissum,2,600,0.003333333,1,2,Eriophorum vaginatum var. spissum,Iroquois
algonquin,T3,NY,point,1994,algonquin-T3-1994,Eriophorum vaginatum var. spissum,5,600,0.008333333,1,5,Eriophorum vaginatum var. spissum,Algonquin
iroquois,T3,NY,point,2017,iroquois-T3-2017,Eriophorum vaginatum var. spissum,6,600,0.01,1,6,Eriophorum vaginatum var. spissum,Iroquois
algonquin,T3,NY,point,1984,algonquin-T3-1984,Eriophorum vaginatum var. spissum,17,600,0.028333333,1,17,Eriophorum vaginatum var. spissum,Algonquin
algonquin,T1,NY,point,1984,algonquin-T1-1984,Feces,0,600,0,0,0,soil,Algonquin
algonquin,T1,NY,point,1994,algonquin-T1-1994,Feces,0,600,0,0,0,soil,Algonquin
algonquin,T1,NY,point,2002,algonquin-T1-2002,Feces,0,600,0,0,0,soil,Algonquin
algonquin,T1,NY,point,2007,algonquin-T1-2007,Feces,0,600,0,0,0,soil,Algonquin
algonquin,T1,NY,point,2017,algonquin-T1-2017,Feces,0,600,0,0,0,soil,Algonquin
algonquin,T2,NY,point,1984,algonquin-T2-1984,Feces,0,570,0,0,0,soil,Algonquin
algonquin,T2,NY,point,1994,algonquin-T2-1994,Feces,0,600,0,0,0,soil,Algonquin
algonquin,T2,NY,point,2002,algonquin-T2-2002,Feces,0,600,0,0,0,soil,Algonquin
algonquin,T2,NY,point,2007,algonquin-T2-2007,Feces,0,600,0,0,0,soil,Algonquin
algonquin,T3,NY,point,1984,algonquin-T3-1984,Feces,0,600,0,0,0,soil,Algonquin
algonquin,T3,NY,point,2002,algonquin-T3-2002,Feces,0,600,0,0,0,soil,Algonquin
algonquin,T3,NY,point,2007,algonquin-T3-2007,Feces,0,600,0,0,0,soil,Algonquin
algonquin,T3,NY,point,2017,algonquin-T3-2017,Feces,0,600,0,0,0,soil,Algonquin
iroquois,T1,NY,point,1984,iroquois-T1-1984,Feces,0,600,0,0,0,soil,Iroquois
iroquois,T1,NY,point,1994,iroquois-T1-1994,Feces,0,600,0,0,0,soil,Iroquois
iroquois,T1,NY,point,2002,iroquois-T1-2002,Feces,0,600,0,0,0,soil,Iroquois
iroquois,T1,NY,point,2007,iroquois-T1-2007,Feces,0,600,0,0,0,soil,Iroquois
iroquois,T1,NY,point,2017,iroquois-T1-2017,Feces,0,600,0,0,0,soil,Iroquois
iroquois,T2,NY,point,1984,iroquois-T2-1984,Feces,0,600,0,0,0,soil,Iroquois
iroquois,T2,NY,point,1994,iroquois-T2-1994,Feces,0,600,0,0,0,soil,Iroquois
iroquois,T2,NY,point,2002,iroquois-T2-2002,Feces,0,600,0,0,0,soil,Iroquois
iroquois,T2,NY,point,2007,iroquois-T2-2007,Feces,0,600,0,0,0,soil,Iroquois
iroquois,T2,NY,point,2017,iroquois-T2-2017,Feces,0,600,0,0,0,soil,Iroquois
iroquois,T3,NY,point,1984,iroquois-T3-1984,Feces,0,600,0,0,0,soil,Iroquois
iroquois,T3,NY,point,1994,iroquois-T3-1994,Feces,0,600,0,0,0,soil,Iroquois
iroquois,T3,NY,point,2002,iroquois-T3-2002,Feces,0,600,0,0,0,soil,Iroquois
iroquois,T3,NY,point,2007,iroquois-T3-2007,Feces,0,600,0,0,0,soil,Iroquois
iroquois,T3,NY,point,2017,iroquois-T3-2017,Feces,0,600,0,0,0,soil,Iroquois
wright ,T1,NY,point,1984,wright -T1-1984,Feces,0,600,0,0,0,soil,Wright 
wright ,T1,NY,point,1994,wright -T1-1994,Feces,0,600,0,0,0,soil,Wright 
wright ,T1,NY,point,2002,wright -T1-2002,Feces,0,600,0,0,0,soil,Wright 
wright ,T1,NY,point,2007,wright -T1-2007,Feces,0,600,0,0,0,soil,Wright 
wright ,T2,NY,point,1984,wright -T2-1984,Feces,0,600,0,0,0,soil,Wright 
wright ,T2,NY,point,1994,wright -T2-1994,Feces,0,600,0,0,0,soil,Wright 
wright ,T2,NY,point,2002,wright -T2-2002,Feces,0,600,0,0,0,soil,Wright 
wright ,T2,NY,point,2007,wright -T2-2007,Feces,0,600,0,0,0,soil,Wright 
wright ,T2,NY,point,2017,wright -T2-2017,Feces,0,600,0,0,0,soil,Wright 
wright ,T3,NY,point,1984,wright -T3-1984,Feces,0,600,0,0,0,soil,Wright 
wright ,T3,NY,point,1994,wright -T3-1994,Feces,0,575,0,0,0,soil,Wright 
wright ,T3,NY,point,2002,wright -T3-2002,Feces,0,575,0,0,0,soil,Wright 
wright ,T3,NY,point,2007,wright -T3-2007,Feces,0,575,0,0,0,soil,Wright 
wright ,T3,NY,point,2017,wright -T3-2017,Feces,0,575,0,0,0,soil,Wright 
algonquin,T3,NY,point,1994,algonquin-T3-1994,Feces,1,600,0.001666667,1,1,soil,Algonquin
MtLaf,T2,NH,line,2017,MtLaf-T2-2017,Flavocetraria cucullata,1,2992,0.000334225,1,1,Flavocetraria cucullata,Lafayette
MtLaf,T2,NH,line,1983,MtLaf-T2-1983,Flavocetraria cucullata,3,2992,0.001002674,1,1,Flavocetraria cucullata,Lafayette
MtLaf,T2,NH,line,2009,MtLaf-T2-2009,Flavocetraria cucullata,12,2992,0.004010695,1,3,Flavocetraria cucullata,Lafayette
MtLaf,T3,NH,line,2009,MtLaf-T3-2009,Flavocetraria cucullata,1,3007,0.000332557,1,1,Flavocetraria cucullata,Lafayette
algonquin,T1,NY,point,1984,algonquin-T1-1984,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Algonquin
algonquin,T1,NY,point,1994,algonquin-T1-1994,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Algonquin
algonquin,T1,NY,point,2002,algonquin-T1-2002,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Algonquin
algonquin,T1,NY,point,2007,algonquin-T1-2007,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Algonquin
algonquin,T1,NY,point,2017,algonquin-T1-2017,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Algonquin
algonquin,T2,NY,point,1984,algonquin-T2-1984,Geocaulon lividum,0,570,0,0,0,Geocaulon lividum,Algonquin
algonquin,T2,NY,point,1994,algonquin-T2-1994,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Algonquin
algonquin,T2,NY,point,2002,algonquin-T2-2002,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Algonquin
algonquin,T2,NY,point,2007,algonquin-T2-2007,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Algonquin
algonquin,T3,NY,point,1984,algonquin-T3-1984,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Algonquin
algonquin,T3,NY,point,1994,algonquin-T3-1994,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Algonquin
algonquin,T3,NY,point,2002,algonquin-T3-2002,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Algonquin
algonquin,T3,NY,point,2007,algonquin-T3-2007,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Algonquin
algonquin,T3,NY,point,2017,algonquin-T3-2017,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Algonquin
iroquois,T1,NY,point,1984,iroquois-T1-1984,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Iroquois
iroquois,T1,NY,point,1994,iroquois-T1-1994,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Iroquois
iroquois,T1,NY,point,2002,iroquois-T1-2002,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Iroquois
iroquois,T1,NY,point,2007,iroquois-T1-2007,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Iroquois
iroquois,T1,NY,point,2017,iroquois-T1-2017,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Iroquois
iroquois,T2,NY,point,1984,iroquois-T2-1984,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Iroquois
iroquois,T2,NY,point,1994,iroquois-T2-1994,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Iroquois
iroquois,T2,NY,point,2002,iroquois-T2-2002,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Iroquois
iroquois,T2,NY,point,2007,iroquois-T2-2007,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Iroquois
iroquois,T2,NY,point,2017,iroquois-T2-2017,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Iroquois
iroquois,T3,NY,point,1984,iroquois-T3-1984,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Iroquois
iroquois,T3,NY,point,1994,iroquois-T3-1994,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Iroquois
iroquois,T3,NY,point,2002,iroquois-T3-2002,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Iroquois
iroquois,T3,NY,point,2007,iroquois-T3-2007,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Iroquois
iroquois,T3,NY,point,2017,iroquois-T3-2017,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Iroquois
wright ,T1,NY,point,1984,wright -T1-1984,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Wright 
wright ,T1,NY,point,2002,wright -T1-2002,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Wright 
wright ,T1,NY,point,2007,wright -T1-2007,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Wright 
wright ,T2,NY,point,1984,wright -T2-1984,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Wright 
wright ,T2,NY,point,1994,wright -T2-1994,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Wright 
wright ,T2,NY,point,2002,wright -T2-2002,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Wright 
wright ,T2,NY,point,2007,wright -T2-2007,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Wright 
wright ,T2,NY,point,2017,wright -T2-2017,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Wright 
wright ,T3,NY,point,1984,wright -T3-1984,Geocaulon lividum,0,600,0,0,0,Geocaulon lividum,Wright 
wright ,T3,NY,point,1994,wright -T3-1994,Geocaulon lividum,0,575,0,0,0,Geocaulon lividum,Wright 
wright ,T3,NY,point,2002,wright -T3-2002,Geocaulon lividum,0,575,0,0,0,Geocaulon lividum,Wright 
wright ,T3,NY,point,2007,wright -T3-2007,Geocaulon lividum,0,575,0,0,0,Geocaulon lividum,Wright 
wright ,T3,NY,point,2017,wright -T3-2017,Geocaulon lividum,0,575,0,0,0,Geocaulon lividum,Wright 
wright ,T1,NY,point,1994,wright -T1-1994,Geocaulon lividum,2,600,0.003333333,1,2,Geocaulon lividum,Wright 
MtLaf,T1,NH,line,1983,MtLaf-T1-1983,Geum peckii,0,9024,0,0,0,Geum peckii,Lafayette
MtLaf,T1,NH,line,2000,MtLaf-T1-2000,Geum peckii,0,9094,0,0,0,Geum peckii,Lafayette
MtLaf,T1,NH,line,2009,MtLaf-T1-2009,Geum peckii,0,9105,0,0,0,Geum peckii,Lafayette
MtLaf,T1,NH,line,2017,MtLaf-T1-2017,Geum peckii,0,9080,0,0,0,Geum peckii,Lafayette
AlpGard,T1,NH,point,2024,AlpGard-T1-2024,Geum peckii,7,541,0.012939002,1,7,Geum peckii,Washington
AlpGard,T1,NH,line,2009,AlpGard-T1-2009,Geum peckii,161,8452,0.019048746,1,11,Geum peckii,Washington
AlpGard,T1,NH,line,2000,AlpGard-T1-2000,Geum peckii,171,8464,0.020203214,1,12,Geum peckii,Washington
AlpGard,T1,NH,line,2017,AlpGard-T1-2017,Geum peckii,172,8441,0.020376733,1,12,Geum peckii,Washington
AlpGard,T3,NH,point,2024,AlpGard-T3-2024,Geum peckii,15,581,0.025817556,1,15,Geum peckii,Washington
AlpGard,T1,NH,line,1983,AlpGard-T1-1983,Geum peckii,219,8433,0.025969406,1,16,Geum peckii,Washington
AlpGard,T1,NH,line,1989,AlpGard-T1-1989,Geum peckii,8,2685,0.002979516,1,2,Geum peckii,Washington
AlpGard,T1,NH,line,2017,AlpGard-T1-2017,Geum peckii,40,2685,0.014897579,1,9,Geum peckii,Washington
AlpGard,T1,NH,line,2000,AlpGard-T1-2000,Geum peckii,43,2685,0.016014898,1,10,Geum peckii,Washington
AlpGard,T1,NH,line,2009,AlpGard-T1-2009,Geum peckii,61,2685,0.022718808,1,14,Geum peckii,Washington
AlpGard,T1,NH,line,1983,AlpGard-T1-1983,Geum peckii,102,2685,0.037988827,1,23,Geum peckii,Washington
AlpGard,T2,NH,line,1989,AlpGard-T2-1989,Geum peckii,1,2895,0.000345423,1,1,Geum peckii,Washington
AlpGard,T3,NH,line,1989,AlpGard-T3-1989,Geum peckii,52,2853,0.018226428,1,11,Geum peckii,Washington
AlpGard,T3,NH,line,2009,AlpGard-T3-2009,Geum peckii,100,2853,0.035050824,1,22,Geum peckii,Washington
AlpGard,T3,NH,line,1983,AlpGard-T3-1983,Geum peckii,117,2853,0.041009464,1,25,Geum peckii,Washington
AlpGard,T3,NH,line,2000,AlpGard-T3-2000,Geum peckii,128,2853,0.044865054,1,27,Geum peckii,Washington
AlpGard,T3,NH,line,2017,AlpGard-T3-2017,Geum peckii,132,2853,0.046267087,1,28,Geum peckii,Washington
AlpGard,T2,NH,line,1989,AlpGard-T2-1989,Green lichen,10,2895,0.003454231,1,3,lichen,Washington
algonquin,T1,NY,point,1984,algonquin-T1-1984,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Algonquin
algonquin,T1,NY,point,1994,algonquin-T1-1994,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Algonquin
algonquin,T1,NY,point,2002,algonquin-T1-2002,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Algonquin
algonquin,T1,NY,point,2007,algonquin-T1-2007,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Algonquin
algonquin,T2,NY,point,1994,algonquin-T2-1994,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Algonquin
algonquin,T2,NY,point,2002,algonquin-T2-2002,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Algonquin
algonquin,T2,NY,point,2007,algonquin-T2-2007,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Algonquin
algonquin,T3,NY,point,1984,algonquin-T3-1984,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Algonquin
algonquin,T3,NY,point,2002,algonquin-T3-2002,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Algonquin
algonquin,T3,NY,point,2007,algonquin-T3-2007,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Algonquin
algonquin,T3,NY,point,2017,algonquin-T3-2017,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Algonquin
iroquois,T1,NY,point,1984,iroquois-T1-1984,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Iroquois
iroquois,T1,NY,point,1994,iroquois-T1-1994,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Iroquois
iroquois,T1,NY,point,2002,iroquois-T1-2002,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Iroquois
iroquois,T1,NY,point,2007,iroquois-T1-2007,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Iroquois
iroquois,T1,NY,point,2017,iroquois-T1-2017,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Iroquois
iroquois,T2,NY,point,1984,iroquois-T2-1984,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Iroquois
iroquois,T2,NY,point,1994,iroquois-T2-1994,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Iroquois
iroquois,T2,NY,point,2002,iroquois-T2-2002,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Iroquois
iroquois,T2,NY,point,2007,iroquois-T2-2007,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Iroquois
iroquois,T2,NY,point,2017,iroquois-T2-2017,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Iroquois
iroquois,T3,NY,point,1984,iroquois-T3-1984,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Iroquois
iroquois,T3,NY,point,1994,iroquois-T3-1994,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Iroquois
iroquois,T3,NY,point,2002,iroquois-T3-2002,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Iroquois
iroquois,T3,NY,point,2007,iroquois-T3-2007,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Iroquois
iroquois,T3,NY,point,2017,iroquois-T3-2017,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Iroquois
wright ,T1,NY,point,1984,wright -T1-1984,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Wright 
wright ,T1,NY,point,1994,wright -T1-1994,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Wright 
wright ,T1,NY,point,2002,wright -T1-2002,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Wright 
wright ,T1,NY,point,2007,wright -T1-2007,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Wright 
wright ,T2,NY,point,1984,wright -T2-1984,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Wright 
wright ,T2,NY,point,1994,wright -T2-1994,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Wright 
wright ,T2,NY,point,2002,wright -T2-2002,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Wright 
wright ,T2,NY,point,2007,wright -T2-2007,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Wright 
wright ,T2,NY,point,2017,wright -T2-2017,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Wright 
wright ,T3,NY,point,1984,wright -T3-1984,Gymnocolea inflata,0,600,0,0,0,Gymnocolea inflata,Wright 
wright ,T3,NY,point,1994,wright -T3-1994,Gymnocolea inflata,0,575,0,0,0,Gymnocolea inflata,Wright 
wright ,T3,NY,point,2002,wright -T3-2002,Gymnocolea inflata,0,575,0,0,0,Gymnocolea inflata,Wright 
wright ,T3,NY,point,2007,wright -T3-2007,Gymnocolea inflata,0,575,0,0,0,Gymnocolea inflata,Wright 
wright ,T3,NY,point,2017,wright -T3-2017,Gymnocolea inflata,0,575,0,0,0,Gymnocolea inflata,Wright 
algonquin,T2,NY,point,1984,algonquin-T2-1984,Gymnocolea inflata,3,570,0.005263158,1,3,Gymnocolea inflata,Algonquin
algonquin,T3,NY,point,1994,algonquin-T3-1994,Gymnocolea inflata,4,600,0.006666667,1,4,Gymnocolea inflata,Algonquin
algonquin,T1,NY,point,2017,algonquin-T1-2017,Gymnocolea inflata,6,600,0.01,1,6,Gymnocolea inflata,Algonquin
algonquin,T1,NY,point,2002,algonquin-T1-2002,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Algonquin
algonquin,T1,NY,point,2007,algonquin-T1-2007,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Algonquin
algonquin,T2,NY,point,1984,algonquin-T2-1984,Hypnum imponens,0,570,0,0,0,Hypnum imponens,Algonquin
algonquin,T2,NY,point,2002,algonquin-T2-2002,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Algonquin
algonquin,T2,NY,point,2007,algonquin-T2-2007,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Algonquin
algonquin,T3,NY,point,1984,algonquin-T3-1984,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Algonquin
algonquin,T3,NY,point,1994,algonquin-T3-1994,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Algonquin
algonquin,T3,NY,point,2007,algonquin-T3-2007,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Algonquin
algonquin,T3,NY,point,2017,algonquin-T3-2017,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Algonquin
iroquois,T1,NY,point,1984,iroquois-T1-1984,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Iroquois
iroquois,T1,NY,point,1994,iroquois-T1-1994,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Iroquois
iroquois,T1,NY,point,2002,iroquois-T1-2002,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Iroquois
iroquois,T1,NY,point,2007,iroquois-T1-2007,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Iroquois
iroquois,T1,NY,point,2017,iroquois-T1-2017,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Iroquois
iroquois,T2,NY,point,1984,iroquois-T2-1984,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Iroquois
iroquois,T2,NY,point,1994,iroquois-T2-1994,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Iroquois
iroquois,T2,NY,point,2002,iroquois-T2-2002,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Iroquois
iroquois,T2,NY,point,2007,iroquois-T2-2007,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Iroquois
iroquois,T2,NY,point,2017,iroquois-T2-2017,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Iroquois
iroquois,T3,NY,point,1984,iroquois-T3-1984,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Iroquois
iroquois,T3,NY,point,1994,iroquois-T3-1994,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Iroquois
iroquois,T3,NY,point,2002,iroquois-T3-2002,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Iroquois
iroquois,T3,NY,point,2007,iroquois-T3-2007,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Iroquois
iroquois,T3,NY,point,2017,iroquois-T3-2017,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Iroquois
wright ,T1,NY,point,1984,wright -T1-1984,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Wright 
wright ,T1,NY,point,2007,wright -T1-2007,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Wright 
wright ,T2,NY,point,1984,wright -T2-1984,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Wright 
wright ,T2,NY,point,1994,wright -T2-1994,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Wright 
wright ,T2,NY,point,2002,wright -T2-2002,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Wright 
wright ,T2,NY,point,2007,wright -T2-2007,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Wright 
wright ,T3,NY,point,1984,wright -T3-1984,Hypnum imponens,0,600,0,0,0,Hypnum imponens,Wright 
wright ,T3,NY,point,2002,wright -T3-2002,Hypnum imponens,0,575,0,0,0,Hypnum imponens,Wright 
wright ,T3,NY,point,2007,wright -T3-2007,Hypnum imponens,0,575,0,0,0,Hypnum imponens,Wright 
wright ,T3,NY,point,2017,wright -T3-2017,Hypnum imponens,0,575,0,0,0,Hypnum imponens,Wright 
algonquin,T1,NY,point,1984,algonquin-T1-1984,Hypnum imponens,1,600,0.001666667,1,1,Hypnum imponens,Algonquin
algonquin,T1,NY,point,2017,algonquin-T1-2017,Hypnum imponens,1,600,0.001666667,1,1,Hypnum imponens,Algonquin
algonquin,T2,NY,point,1994,algonquin-T2-1994,Hypnum imponens,1,600,0.001666667,1,1,Hypnum imponens,Algonquin
algonquin,T3,NY,point,2002,algonquin-T3-2002,Hypnum imponens,1,600,0.001666667,1,1,Hypnum imponens,Algonquin
wright ,T1,NY,point,1994,wright -T1-1994,Hypnum imponens,1,600,0.001666667,1,1,Hypnum imponens,Wright 
wright ,T1,NY,point,2002,wright -T1-2002,Hypnum imponens,1,600,0.001666667,1,1,Hypnum imponens,Wright 
wright ,T2,NY,point,2017,wright -T2-2017,Hypnum imponens,1,600,0.001666667,1,1,Hypnum imponens,Wright 
algonquin,T1,NY,point,1994,algonquin-T1-1994,Hypnum imponens,2,600,0.003333333,1,2,Hypnum imponens,Algonquin
wright ,T3,NY,point,1994,wright -T3-1994,Hypnum imponens,2,575,0.003478261,1,2,Hypnum imponens,Wright 
AlpGard,T1,NH,line,2017,AlpGard-T1-2017,Juncus trifidus,79,8441,0.009359081,1,6,Juncus trifidus,Washington
AlpGard,T1,NH,line,2009,AlpGard-T1-2009,Juncus trifidus,186,8452,0.022006626,1,13,Juncus trifidus,Washington
AlpGard,T1,NH,line,1983,AlpGard-T1-1983,Juncus trifidus,357,8433,0.042333689,1,25,Juncus trifidus,Washington
AlpGard,T1,NH,line,2000,AlpGard-T1-2000,Juncus trifidus,403,8464,0.047613422,1,29,Juncus trifidus,Washington
MtLaf,T1,NH,line,2017,MtLaf-T1-2017,Juncus trifidus,696,9080,0.076651982,1,46,Juncus trifidus,Lafayette
MtLaf,T1,NH,line,2009,MtLaf-T1-2009,Juncus trifidus,808,9105,0.088742449,1,53,Juncus trifidus,Lafayette
MtLaf,T1,NH,line,1983,MtLaf-T1-1983,Juncus trifidus,863,9024,0.095633865,1,57,Juncus trifidus,Lafayette
MtLaf,T1,NH,line,2000,MtLaf-T1-2000,Juncus trifidus,1219,9094,0.134044425,1,80,Juncus trifidus,Lafayette
AlpGard,T1,NH,point,2024,AlpGard-T1-2024,Juncus trifidus,99,541,0.182994455,1,99,Juncus trifidus,Washington
AlpGard,T3,NH,point,2024,AlpGard-T3-2024,Juncus trifidus,113,581,0.194492255,1,113,Juncus trifidus,Washington
AlpGard,T2,NH,point,2024,AlpGard-T2-2024,Juncus trifidus,129,601,0.214642263,1,129,Juncus trifidus,Washington
MtLaf,T1,NH,point,2024,MtLaf-T1-2024,Juncus trifidus,279,621,0.449275362,1,279,Juncus trifidus,Lafayette
